,TECH_1,TECH_2,TECH_3,TECH_4,TECH_5,TECH_6,FIN_1,FIN_2,FIN_3,FIN_4,FIN_5,ENERGY_1,ENERGY_2,ENERGY_3,ENERGY_4,STAPLE_1,STAPLE_2,STAPLE_3,STAPLE_4,STAPLE_5
2022-06-14,0.023622,0.007152,0.014428,0.015636,-0.002519,-0.006014,-0.023449,-0.020595,-0.031429,-0.017724,-0.01885,-0.04194,0.01561,-0.00151,0.010718,-0.001043,-0.027028,-0.004215,-0.003736,0.009651
2022-06-15,-0.018385,-0.000257,-0.002231,-0.019851,-0.007562,-0.011344,-0.023661,0.007473,0.023755,0.002449,-0.00371,-0.035591,0.017824,-0.016845,-0.000683,-0.02857,-0.020252,-0.019483,-0.031818,-0.013967
2022-06-16,-0.0061,-0.017719,0.000696,-0.007439,-0.014052,-0.004369,-0.013283,-0.011544,-0.002786,0.001268,-0.002053,-0.018831,0.01573,-0.004625,0.015519,0.004988,0.010809,-0.005473,-0.005205,0.015857
2022-06-17,0.005514,0.004941,-0.018547,0.002495,0.007484,0.021328,-0.031639,-0.011999,-0.026267,-0.005927,-0.020257,0.027564,0.031338,0.017488,0.002451,-0.00319,0.001558,-0.022835,-0.02234,-0.017648
2022-06-20,-0.030432,-0.009337,-0.003324,-0.023161,-0.012597,-0.011117,-0.010383,-0.007161,-0.007232,-0.003915,-0.013928,-0.01304,-0.00251,0.004673,-0.00958,-0.018163,-0.023833,-0.01691,-0.000323,-0.009081
2022-06-21,-7.6e-05,-0.001217,-0.000414,0.000268,0.008623,-0.002762,-0.031082,-0.00859,-0.00451,-0.002335,0.001742,0.037683,-0.02326,0.011227,-0.003903,0.004583,-0.009628,-0.021315,0.024047,0.009862
2022-06-22,0.004112,0.019198,0.008567,-0.002212,0.01897,0.001509,0.001567,0.018181,0.029246,0.031102,0.062264,-0.019064,0.002602,0.010834,0.00736,0.024731,0.024527,0.010793,0.022922,0.02904
2022-06-23,-0.01047,0.003492,0.005198,-0.010738,-0.018064,-0.008062,-0.037298,-0.011472,0.001104,-0.018694,0.001346,-0.00485,-0.020943,-0.01765,0.001537,0.011516,0.016398,-0.011518,3.7e-05,-0.00177
2022-06-24,0.019518,0.008744,0.009458,0.001759,0.009496,0.006088,0.020928,-0.003006,-0.00897,0.002528,0.002347,0.035042,0.014796,0.01639,-0.003365,-0.010548,-0.055668,-0.019797,-0.01292,-0.021435
2022-06-27,0.00237,0.01216,0.000722,-0.010718,-0.002045,-0.007069,-0.005098,0.011894,0.040534,0.004987,-0.00523,0.01007,0.012299,-0.004463,0.040214,-0.002405,-0.015611,0.01544,0.019417,0.010786
2022-06-28,-0.00957,-0.004845,-0.008371,-6.7e-05,-0.001951,-0.002638,0.00664,0.015435,-0.000183,0.016069,0.009077,-0.029771,-0.051436,0.008041,-0.020015,-0.016496,-0.007046,0.009061,0.001935,0.009671
2022-06-29,0.002758,0.002086,0.000661,-0.013812,-0.006985,0.011109,-0.022409,-0.01651,-0.012259,-0.00664,0.007597,-0.038129,0.037221,-0.013581,-0.01252,-0.013645,-0.004886,-0.015173,-0.023618,-0.008621
2022-06-30,-0.004069,-0.002862,0.009207,-0.010732,-0.009994,-0.001692,-0.029273,-0.04152,-0.015334,-0.02561,-0.014527,-0.011106,-0.01925,-0.017305,-0.022161,-0.013911,0.006326,0.000258,-0.017231,-0.006985
2022-07-01,-0.010122,-0.021971,0.01148,-0.00427,-0.024822,-0.019194,0.004125,0.002792,0.010384,-0.003699,0.014391,-0.010596,0.00803,0.023224,0.005857,-0.000369,-0.039394,-0.020629,0.01714,-0.002029
2022-07-04,-0.000147,0.000194,-0.00958,0.005254,0.006911,0.002792,-0.016609,0.000818,-0.000514,-0.015499,0.005899,0.003754,0.008158,-0.024902,-0.002939,0.005207,-0.007518,-0.008232,0.003443,0.024607
2022-07-05,-0.014765,0.004189,-0.03355,-0.012512,-0.018523,-0.0039,0.015509,0.014324,0.022248,0.004614,0.012755,0.024806,0.005125,0.015021,0.01003,-0.005754,-0.00113,0.015238,-0.011591,-0.028368
2022-07-06,0.018574,0.024233,-0.000251,0.023502,0.026744,0.014966,0.006692,0.009342,-0.006835,0.011547,0.044945,0.023789,0.032269,-0.010517,0.00845,0.005993,-0.000462,0.007429,-0.001412,0.029806
2022-07-07,-0.015753,-0.014335,-0.031743,-0.019418,-0.010622,-0.015896,-0.004813,-0.014187,-0.018793,-0.018128,-0.019428,-1.5e-05,-0.034755,-0.03594,-0.031081,0.017235,0.000634,0.00372,0.018783,0.0102
2022-07-08,0.001795,0.003722,0.001343,-0.004691,-0.006297,0.00711,0.03642,0.010531,0.009935,0.013999,0.017155,-0.01804,-0.038737,-0.018224,-0.009787,0.005205,-0.010725,-0.042581,0.020842,0.010846
2022-07-11,0.011266,0.027057,0.02845,-0.000439,0.0076,0.009103,0.021501,0.010167,-0.000302,0.015401,0.003439,-0.023298,0.005919,-0.031589,-0.003519,0.021004,0.03166,0.026698,0.016699,0.007212
2022-07-12,0.01867,0.026676,0.005698,0.024221,0.020351,0.013955,0.014467,-0.002919,-0.002754,0.002402,0.018431,0.015755,0.018682,0.018434,0.027474,0.005164,0.005193,-0.00784,-0.002989,-0.014113
2022-07-13,0.003376,-0.005003,-0.034822,0.006688,-0.007695,-0.004113,-0.025325,0.000584,0.006568,-0.013776,-0.007013,-0.044891,-0.001746,-0.054213,-0.039748,0.007455,0.005996,-0.014431,-0.034233,-0.014173
2022-07-14,-0.007857,-0.015688,-0.03978,-0.023718,-0.022341,-0.039234,0.020553,-0.019109,-0.022857,-0.003919,-0.013781,-0.001877,-0.010179,-0.007344,-0.014386,-0.018978,-0.010526,-0.011456,-0.031568,-0.000938
2022-07-15,-0.008396,0.008728,0.013129,-0.009777,-0.001216,-0.002545,0.00029,0.010504,-0.012231,-0.007582,0.011499,-0.007879,-0.003975,-0.018603,-0.028901,-0.005426,0.038919,0.009746,0.01885,-0.011154
2022-07-18,0.024958,0.033779,0.044483,0.016198,0.015055,0.03567,0.02144,0.020102,0.02647,0.009421,0.018381,0.016014,-0.000189,0.050902,0.034678,0.039051,0.025136,0.033206,0.012284,0.063026
2022-07-19,0.020643,-0.006224,0.025306,0.000892,-0.002518,-0.00769,0.011048,0.014186,-0.000854,0.008652,0.01773,-0.027949,-0.019821,-0.007531,-0.002805,-0.010838,-0.022911,-0.015583,-0.008797,0.001272
2022-07-20,-0.022674,0.007235,0.00049,0.008023,0.008732,0.007311,0.025661,0.00122,0.003248,0.008671,0.001258,-0.043006,-0.013263,-0.002683,-0.027085,-0.018795,-0.007893,-0.014673,-4.9e-05,0.025736
2022-07-21,0.00844,0.005175,-0.001786,0.011595,0.013666,0.012381,-0.009612,-0.007321,-0.022606,-0.003123,-0.027202,-0.006079,-0.005565,0.005551,0.008044,0.016484,-0.013192,0.00206,0.009976,-0.023597
2022-07-22,-0.008278,-0.001204,-0.013135,-0.013699,-0.012086,-0.005964,-0.00761,-0.047277,-0.002171,-0.019669,-0.022007,-0.019208,-0.021077,-0.021124,-0.000427,-0.00676,0.006236,0.00987,-0.040571,-0.007426
2022-07-25,0.012175,-0.006118,0.014087,0.002136,0.017179,0.0095,0.025162,0.014462,0.030525,0.021134,0.040632,0.035154,0.023579,0.02623,0.019969,-0.005028,0.009328,0.028138,0.003369,0.051781
2022-07-26,0.010762,0.006802,0.007781,-0.005036,0.008097,0.00514,0.002858,0.025834,0.029387,0.030019,0.03176,0.007695,0.036569,-0.007559,0.012782,0.006001,0.008828,0.007125,-0.005557,0.0201
2022-07-27,0.008078,0.011806,0.014147,0.013125,0.013576,0.007906,-0.000591,0.001863,-0.005234,0.000121,0.03401,0.013244,0.03814,0.029721,0.013022,0.02201,-0.011578,-0.017996,0.012985,0.013409
2022-07-28,-0.011356,-0.00764,0.000907,-0.018836,-0.006095,-0.010148,-0.025053,-0.009323,-0.006228,-0.013676,-0.012895,0.027416,0.015063,-0.006362,0.003984,0.020028,-0.03015,-0.018468,-0.006368,-0.008659
2022-07-29,-0.028416,-0.008405,-0.04467,-0.02506,-0.009233,-0.012248,0.000623,-0.013244,-0.012665,-0.030985,-0.015087,0.022805,0.025891,0.00228,0.004816,-0.020494,-0.001981,0.010138,0.015286,-0.010178
2022-08-01,0.021484,0.0109,-0.012269,-0.000237,0.015487,0.024418,0.027241,0.005686,0.009772,0.0157,0.005209,0.014929,0.015366,0.023002,0.011356,-0.008006,-0.009198,0.026639,0.005823,-0.001685
2022-08-02,0.005168,-0.005712,0.014394,-0.020765,0.007295,-0.008493,0.016409,0.011412,-0.01674,0.004951,0.019411,0.011208,0.005295,-0.03194,-0.018116,-0.014344,0.013116,0.004996,-0.00412,-0.016565
2022-08-03,0.020008,0.013442,0.005108,0.017213,0.00416,0.024995,-0.028689,-0.010973,-0.032117,-0.00171,0.00414,-0.037482,-0.044871,-0.030168,-0.013842,-0.015457,0.013863,-0.023011,0.003103,-0.002602
2022-08-04,0.013566,0.017363,0.017504,0.016653,0.007161,0.007349,0.027413,0.022764,0.008424,0.0128,-0.01015,0.011372,0.009028,-0.004984,0.013913,0.011919,-0.013814,0.011876,-0.000617,0.016014
2022-08-05,-0.011118,-0.004266,-0.000851,-0.0129,-0.016053,-0.012015,-0.033676,-0.018892,-0.004718,-0.000898,0.008468,-0.007933,-0.010408,0.009411,-0.015334,-0.024103,-0.005715,-0.000263,-0.01492,-0.038847
2022-08-08,0.011376,0.005407,-0.022214,0.007413,0.002256,0.004077,-0.02692,-0.020427,-0.013182,-0.011707,-0.017991,0.007035,0.01331,0.026451,0.013356,0.000994,-0.017827,0.012634,0.006073,-0.009863
2022-08-09,-0.001554,-0.005863,-0.035689,0.001367,-0.004574,-0.006958,-0.011026,-0.026611,-0.007546,-0.027908,-0.019725,-0.007551,-0.011063,0.017674,0.011502,0.007443,-0.016175,0.024814,0.006654,0.053107
2022-08-10,-0.000946,-0.004783,-0.022806,0.025604,0.02435,0.005739,-0.014436,0.014771,0.026243,0.009679,-0.001647,0.009209,-0.008694,0.008813,0.003578,-0.001919,-0.007137,0.022482,0.006865,0.003283
2022-08-11,-0.003343,0.011437,-0.019266,-0.024788,-0.019098,-0.00687,0.021332,0.004979,-0.000898,-0.009387,0.006683,-0.018447,0.006818,-0.005034,-0.014236,-0.024441,0.019881,-0.019068,0.015613,-0.018038
2022-08-12,0.014746,0.008711,0.010227,0.007856,-0.00124,0.005348,-0.012702,-0.00207,0.006755,0.000732,-0.015989,0.006269,0.023122,0.024721,0.013601,0.002388,-0.010272,0.001002,-0.002313,-0.017721
2022-08-15,0.025782,0.007892,-0.009052,0.008927,0.002707,0.006354,-0.008149,-0.012888,0.005677,-0.001096,-0.043286,0.029544,-0.001779,-0.017914,-0.035878,0.001099,0.010011,0.018813,-0.024935,-0.018049
2022-08-16,0.013885,0.012058,-0.02259,0.009477,-0.001022,-0.005541,0.023894,0.037644,0.014536,0.037556,0.006646,0.012625,0.007347,0.014535,0.037458,-0.021902,-0.022742,-0.008827,-0.02205,-0.003073
2022-08-17,-0.024399,-0.020166,0.009203,0.007369,-0.00163,-0.00153,-0.003875,0.005085,0.008229,0.009761,-0.007289,-0.016325,-0.015457,-0.000366,-0.012987,0.018509,-0.024907,-0.02437,0.019946,0.001922
2022-08-18,0.014777,0.025697,0.023525,0.029125,0.007075,0.014957,0.009191,0.003047,-0.002732,-0.005012,-0.005032,0.027445,0.011532,-0.012473,0.013004,-0.023632,-0.012855,-0.005858,-0.014385,-0.020191
2022-08-19,-0.024164,-0.019626,-0.011719,-0.029995,-0.012273,-0.028292,-0.009497,-0.021433,-0.03027,-0.006806,-0.022437,-0.017019,-0.041514,-0.016591,-0.037241,-3.5e-05,0.003764,-0.002939,0.005423,-0.012578
2022-08-22,0.028699,0.011462,-0.012697,0.018429,0.028251,0.017166,0.026657,0.015874,0.033355,0.03869,0.025679,-0.011148,-0.005811,0.036729,0.032879,0.014346,0.002645,-0.000623,0.003103,0.020285
2022-08-23,-0.013018,-0.002274,-0.003222,0.015101,-0.002311,-0.016052,0.002436,0.013835,0.006779,0.006387,0.003178,0.001462,0.012286,0.011169,0.002121,0.011786,-0.025914,0.007972,-0.003518,0.015851
2022-08-24,0.007727,0.009457,-0.008774,0.009734,0.004541,0.005545,-0.027135,-0.019481,-0.030423,-0.013283,0.021675,-0.005364,0.002663,-0.024604,-0.013181,0.028912,-0.00923,0.003982,-0.007928,0.025132
2022-08-25,-0.008046,-0.017732,0.010652,0.011166,0.003098,-0.021531,0.007651,0.025828,0.022989,0.01684,-0.018917,-0.012508,0.032448,0.006595,-0.005267,0.006687,-0.029477,-0.00511,0.020397,-0.017823
2022-08-26,-0.006678,-0.006981,-0.020873,-0.035314,-0.007595,-0.014674,-0.003016,-0.020507,-0.003012,-0.020917,-0.01962,0.002033,0.010569,0.040529,0.021298,0.007523,0.023841,0.011396,0.004713,0.010901
2022-08-29,-0.018895,-0.009122,0.00077,-0.018114,-0.01419,-0.014128,0.007135,-0.007555,-0.01314,-0.009404,-0.010071,0.007993,-0.004512,-0.006895,-0.00954,0.019637,0.024456,0.003974,0.017374,-0.008521
2022-08-30,0.010131,0.016592,0.048621,0.005562,0.021185,0.008933,0.00043,-0.015611,0.0244,0.007406,0.000435,0.002744,-0.030548,0.012175,0.003711,0.012308,0.002561,0.020103,0.028418,-0.004056
2022-08-31,0.015122,-0.005246,-0.022073,-0.008063,0.003476,-0.015987,0.001004,-0.022313,-0.018567,-0.033183,-0.043532,-0.018365,-0.007629,-0.02625,-0.019679,-0.002935,-0.007644,-0.023932,-0.014079,-0.022219
2022-09-01,-0.039968,-0.015151,-0.034851,-0.01854,-0.017913,-0.013752,0.020318,0.029002,0.03399,0.017524,0.011898,0.023839,0.025836,0.020931,0.028779,-0.008256,-0.015179,-0.01383,-0.029388,0.011059
2022-09-02,-0.003846,-0.024831,-0.032719,-0.00645,-0.002736,0.005927,0.015678,0.013003,0.020641,0.006913,0.012621,-0.001807,-0.005835,-0.005656,0.015485,0.003655,-0.034064,0.006507,-0.01197,-0.017657
2022-09-05,-0.013025,0.004508,-0.01982,-0.018032,-0.007441,-0.006997,0.021452,0.006513,0.006378,0.017856,-0.012019,-0.020028,0.011996,-0.005457,-0.013349,-0.009125,0.017298,-0.014392,0.004954,0.021852
2022-09-06,0.012618,0.007548,0.010311,0.020786,0.00895,0.014652,0.019231,0.0015,0.013439,0.005469,0.040593,0.00684,-0.01384,0.002346,0.009436,-0.007435,0.020627,0.008695,0.007299,0.0057
2022-09-07,-0.009513,-0.006473,0.030796,-0.01824,-0.009062,-0.007081,0.005321,-0.011069,-0.022452,0.001175,-0.004077,-0.007314,0.003066,-0.007839,-0.014551,-0.001902,0.001622,-0.018747,-0.032522,0.005455
2022-09-08,-0.030354,-0.016206,-0.007361,-0.039274,-0.024579,-0.028036,-0.021237,-0.016538,-0.004141,0.002625,-0.008185,-0.003178,0.027812,-0.034233,-0.038514,0.019721,-0.015625,0.004047,-0.010119,-0.014554
2022-09-09,0.00565,0.004675,0.001754,0.009362,0.014916,0.014006,0.008516,-0.025854,0.001439,-0.019706,0.0103,-0.019829,-0.023655,-0.00937,-0.006616,0.012458,-0.003359,-0.003437,0.002681,0.015389
2022-09-12,0.018743,0.003519,0.038204,0.013366,0.009291,-0.009001,0.014804,0.002544,0.021207,-0.005792,0.001664,-0.011735,-0.017107,-0.010327,-0.002251,-0.001537,0.019361,-0.001758,0.018032,0.04893
2022-09-13,0.002216,-0.010326,-0.005882,0.038615,-0.002004,0.016183,0.007001,-0.000742,-0.010476,-0.013396,0.015755,0.000587,0.021417,0.002148,0.014463,-0.020007,0.00218,-0.031285,-0.038384,-0.010571
2022-09-14,0.025582,-0.001363,0.048555,-0.002632,-0.001127,0.011435,0.018656,0.015063,0.000127,-0.003593,-0.003335,-0.039694,0.0102,-0.001084,-0.001125,0.00035,0.015226,-0.01576,0.01782,0.000788
2022-09-15,-0.018686,-0.026329,-0.037186,-0.01332,-0.013703,-0.014694,-0.019933,-0.006967,-0.019403,-0.005808,-0.004866,-0.014814,-0.058907,-0.01369,-0.022936,-0.018067,0.003767,-0.033358,-0.005981,0.010996
2022-09-16,0.021268,0.03441,0.022197,0.023526,0.01415,0.003826,0.021634,0.034714,0.031785,0.002847,0.019033,0.022806,0.015239,0.021833,0.013226,0.016628,-0.016234,0.014944,0.006106,0.027631
2022-09-19,-0.01291,-0.001277,-0.003797,-0.021644,0.000185,-0.007063,-0.027576,-0.030875,-0.018949,-0.001329,-0.024253,0.008852,0.004167,0.006356,0.02776,0.00225,-0.007695,0.028232,0.02481,-0.005977
2022-09-20,0.023332,-0.003758,0.00606,0.01601,0.005146,0.016614,0.012006,0.026832,-0.031118,0.022597,0.015195,-0.0169,-0.020848,0.001322,-0.025731,-0.024662,-0.014413,-0.009689,-0.044737,-0.027965
2022-09-21,-0.04158,-0.022698,-0.029035,-0.030631,-0.02583,-0.026305,0.012262,0.006983,0.001414,0.014674,0.006842,-0.024803,0.004427,-0.04198,-0.023182,-0.000226,-0.018814,0.014695,0.008161,-0.03126
2022-09-22,0.026924,0.012257,0.045748,0.02221,0.018279,0.013072,0.019955,0.011672,0.000281,0.024411,0.033171,0.005138,0.036008,0.005172,0.003153,0.004338,0.020455,0.011907,0.011458,0.010644
2022-09-23,-0.019632,0.00581,0.022707,-0.008649,-0.011873,-0.022912,-0.021246,-0.027778,0.001125,-0.018416,-0.00341,-0.008328,-0.038881,0.000916,-0.02221,0.017482,-0.016026,0.019541,-0.005315,-0.042351
2022-09-26,-0.010942,-0.00798,-0.029375,-0.016182,-0.012676,-0.010435,0.002411,0.011106,0.029796,0.007322,0.013483,-0.001128,-0.024371,-0.020414,0.000181,-0.00873,0.007849,-0.007609,0.009541,-0.016751
2022-09-27,0.002574,0.028188,0.044739,-0.002107,0.021253,0.012374,0.015597,0.0393,0.002856,0.00565,0.018522,-0.001814,-0.010297,-0.005636,0.016093,-0.00404,-0.006646,-0.015827,-0.011411,0.015982
2022-09-28,0.024266,0.019386,0.024382,0.008249,0.019996,0.016718,-0.030588,0.009528,0.027661,-0.004599,0.025181,0.020024,-0.00271,-0.021817,-0.007814,-0.016625,-0.018357,-0.038251,-0.02901,-0.015279
2022-09-29,-0.01655,-0.000483,0.008345,0.008352,-0.005524,-0.008989,0.00262,-0.022751,-0.033712,-0.033607,-0.014192,0.026746,0.028034,-0.019276,-0.017084,-0.005199,-0.010824,0.0376,-0.004897,0.007894
2022-09-30,0.013314,0.007379,0.045684,-0.002593,0.020972,-0.002013,0.002922,-0.001423,0.003136,0.00249,-0.005149,0.016767,-0.021734,0.029549,0.004255,-0.008327,-0.040462,-0.009482,0.005592,-0.005974
2022-10-03,0.030872,0.022017,-0.008355,0.040531,0.025584,0.034125,0.028116,0.000963,0.005537,-0.005489,-0.015668,-0.015388,-0.005503,0.00965,-0.007965,-0.00648,-0.038192,-0.014236,-0.021666,0.007067
2022-10-04,0.002783,0.004742,0.0101,0.018422,0.007266,0.003725,-0.006062,-0.024753,-0.021592,-0.008835,-0.018529,-0.042758,-0.051717,-0.017895,-0.025869,0.004468,0.000383,0.008323,0.016868,-0.005922
2022-10-05,0.003602,0.011665,0.001876,0.035944,0.002318,0.022835,-0.009115,0.010459,0.007131,-0.009594,-0.002026,0.029007,0.011554,0.018751,0.005839,0.010278,0.015175,0.036409,0.00933,0.012268
2022-10-06,-0.016958,-0.006578,-0.008507,-0.028557,-0.015817,-0.018847,0.025124,0.015096,0.005304,0.024437,0.014398,-0.004153,0.005647,0.009375,0.002009,-0.001509,0.02017,-0.025123,0.005451,-0.043091
2022-10-07,-0.008286,-0.013058,-0.012635,-0.015464,-0.017461,-0.010532,-0.021405,-0.006781,0.003131,1.7e-05,0.008078,-0.003527,-0.011332,0.007523,0.002503,0.008015,0.021965,0.019243,-0.026892,0.001371
2022-10-10,-0.017026,-0.014681,-0.026426,0.00141,-0.002494,-0.020022,-0.01525,0.015079,-0.007414,0.00285,0.009149,-0.021044,-0.019521,0.001045,-0.043673,-0.008692,-0.006982,0.010267,0.018524,-0.006724
2022-10-11,-0.005292,0.005266,0.001858,0.009356,0.015128,-0.005303,0.00401,-0.000118,-0.028983,-0.008729,0.005559,0.01024,0.008309,0.014371,0.013939,-0.000525,0.019612,-0.003801,0.007957,0.008376
2022-10-12,-0.009061,-0.006942,-0.015463,-0.001268,0.002151,-0.018999,-0.001919,0.006472,0.001854,0.005299,0.016893,-0.008949,0.02223,0.003004,-0.015889,0.004979,-0.016052,0.004879,0.01973,0.023701
2022-10-13,0.007059,-0.004519,0.000709,-0.025988,0.005712,-0.008604,0.027996,-0.009948,0.024086,-0.008966,-0.015704,0.023112,0.021825,-0.010756,0.007555,0.007906,0.037456,0.0325,0.015876,0.018845
2022-10-14,0.011749,-0.012824,-0.019756,-0.004294,-0.00864,-0.00806,-0.002176,-0.003904,-0.027383,-0.008039,0.001299,-0.016934,0.020418,-0.036551,-0.01573,-0.009961,0.017922,0.00974,0.005693,-0.015247
2022-10-17,0.007579,0.011767,0.004959,0.012507,0.026503,0.023411,-0.003423,-0.001445,0.031549,-0.005784,-0.025554,0.00714,-0.021722,0.01149,-0.02934,0.02249,0.02665,-0.018452,0.005568,0.011044
2022-10-18,0.012415,0.012011,0.004068,0.001077,0.006758,0.004672,0.006345,0.008903,-0.018526,0.013391,0.007606,0.002598,0.025209,0.002103,0.004085,-0.003547,0.000151,-0.009222,-0.011423,-0.013525
2022-10-19,0.008527,0.022548,-0.010581,0.00232,0.016394,0.017071,0.016125,0.039378,0.026694,0.027466,0.050035,-0.007797,-0.017796,0.009941,0.00062,0.00433,-0.001865,-0.002525,0.011912,-0.030917
2022-10-20,0.007621,0.021827,0.010629,0.012275,0.013412,0.006143,-0.016435,-0.035513,-0.02449,-0.011674,0.007428,-0.008358,-0.004102,0.005721,-0.016659,-0.014706,-0.01948,-0.039698,-0.054453,-0.033492
2022-10-21,0.034431,0.040178,0.045819,0.024926,0.021066,0.027924,0.002979,-0.007855,0.017886,-0.011589,0.024318,0.01114,0.005906,-0.023741,0.012235,-0.008774,0.008183,-0.0147,0.011515,-0.001033
2022-10-24,0.010866,0.010555,0.009382,0.005486,0.018197,0.013664,-0.001023,0.030872,-0.02265,0.005935,0.031446,-0.015149,0.014924,0.047508,-0.014993,0.01194,0.02756,0.000113,0.041792,0.013949
2022-10-25,-0.010082,-0.024944,-0.008816,-0.024451,-0.019904,-0.039517,0.008109,0.005075,-0.011406,-0.007726,0.005766,0.021058,0.039727,-0.013333,-0.006108,-0.015571,-0.0021,0.010084,0.008187,-0.016704
2022-10-26,-0.010501,0.007286,-0.003252,0.006366,0.005755,-0.008511,-0.016206,-0.004643,-0.001686,0.012356,0.014249,-0.046315,-0.019051,-0.009783,-0.003207,-0.000457,-0.008012,0.009262,0.016914,0.015745
2022-10-27,0.001485,-0.00622,-0.004692,0.017803,0.000133,0.020634,-0.024641,-0.016164,-0.020322,-0.015291,-0.024068,-0.013911,-0.005956,0.013987,-0.018594,-0.017529,0.012776,-0.016798,0.011794,0.006559
2022-10-28,0.009872,0.010384,-0.004929,0.020028,0.016963,0.010298,0.022179,0.010478,0.004826,0.016772,-0.006897,-0.020534,-0.015027,0.023038,0.003735,0.00084,0.014717,0.015889,0.018627,0.006898
2022-10-31,-0.034887,-0.0231,-0.00649,-0.022699,-0.010162,-0.009299,0.004863,-0.008865,-0.009282,-0.008579,-0.022794,-0.030321,-0.01441,-0.044696,-0.029273,-0.000542,-0.019446,-0.008684,-0.02534,-0.006964
2022-11-01,0.031032,0.011945,0.024983,0.044104,0.026126,0.031508,-0.020146,-0.001941,-0.014124,-0.019294,-0.005732,-0.002793,0.016169,0.01942,-0.007304,0.015029,0.020154,0.012573,-0.010901,-0.027128
2022-11-02,0.000742,0.015765,0.026405,-0.009601,-0.008714,-0.012443,0.035902,0.030773,0.022839,0.019424,0.010657,0.002735,-0.019758,-0.020738,-0.01162,-0.004439,-0.015109,-0.036181,-0.017031,-0.018659
2022-11-03,-0.00818,-0.012141,0.0046,-0.00385,0.013582,-0.004333,0.023986,-0.003111,0.009335,0.000429,0.009241,0.034415,-0.015668,0.023863,0.025146,-0.012829,-0.049935,-0.01231,-0.025617,-0.006628
2022-11-04,-0.021144,-0.025136,-0.036487,-0.026565,-0.026893,-0.019661,-0.019807,-0.010741,0.001062,0.001522,-0.010882,-0.02784,-0.002322,-0.010569,-0.008038,-0.026968,-0.042112,-0.011933,-0.033051,-0.046557
2022-11-07,-0.014695,0.009347,0.013134,0.002694,0.002526,-0.00242,-0.033633,-0.006038,0.003908,0.001733,-0.001468,-0.013942,0.027782,0.000256,0.00264,-0.005958,0.035147,0.000856,0.015751,0.024584
2022-11-08,-0.010152,0.020915,-0.003682,-0.002649,0.005315,0.01159,-0.002034,-0.010291,-0.00127,-0.008719,0.033828,-0.028,-0.002366,-0.011351,-0.010295,0.001841,-0.020475,0.022455,0.020639,0.013938
2022-11-09,-0.000297,-0.004259,0.018872,-0.014229,-0.006223,0.001242,0.007026,0.020672,0.028944,0.012578,0.010983,0.043389,0.015514,0.043659,0.02655,0.015153,0.049924,0.001368,0.011883,-0.001982
2022-11-10,-0.007459,-0.012754,-0.002534,-0.018317,-0.016859,-0.007467,-0.02167,0.013556,-0.002608,0.007281,0.020572,0.02149,0.036929,0.034681,0.039246,0.00053,0.008579,-0.007907,0.036547,-0.024508
2022-11-11,-0.004516,-0.017606,-0.04011,-0.008578,-0.025135,-0.030484,-0.005227,-0.017373,0.002035,-0.014465,0.003113,-0.026376,0.003245,0.002652,-0.009548,-0.039861,-0.039373,-0.031854,-0.043913,-0.023403
2022-11-14,0.025072,0.004307,0.000456,-0.001303,0.017778,0.008411,0.056191,0.052942,0.040928,0.050341,0.037383,-8.8e-05,0.020968,0.006132,0.009276,0.031096,0.01526,0.016135,0.037027,0.015919
2022-11-15,0.004751,0.010168,-0.004883,0.0138,0.010439,0.001934,0.02547,0.004139,0.000833,0.006224,0.009774,0.010094,-0.018869,-0.007765,-0.008821,-0.006502,0.023378,-0.000909,0.005579,0.007246
2022-11-16,0.032297,0.02153,0.017199,0.024918,0.026766,0.02191,-0.008373,-0.003264,-0.001411,0.011421,-0.003397,0.019308,0.032917,0.002485,-0.003351,0.008987,0.01659,-0.027241,0.02229,-0.011367
2022-11-17,0.02032,-0.000677,0.02995,-0.000154,0.001697,-0.008654,-0.024759,-0.017773,-0.022202,-0.017918,-0.010329,0.005662,0.006538,-0.010607,0.004942,-0.005852,0.004531,0.006494,0.003306,0.005712
2022-11-18,0.014302,0.014395,0.000371,0.019718,0.016578,0.019137,-0.026757,-0.015447,0.00501,-0.026842,-0.012651,-0.010226,-0.023246,-0.009586,-0.017807,-0.003006,-0.026521,0.002009,-4e-05,0.001631
2022-11-21,-0.032651,-0.023257,-0.013712,0.003603,-0.006012,-0.024023,-0.032152,-0.014458,-0.010149,-0.014082,-0.005236,0.006239,-0.023235,0.003436,0.010327,-0.026506,-0.01233,-0.042013,-0.02926,-0.004707
2022-11-22,0.01241,-0.005659,0.013296,0.019996,0.002416,0.008261,-0.032765,-0.044207,-0.035677,-0.025303,-0.026403,-0.009022,-0.004475,-0.009291,-0.013407,0.012219,-0.000286,0.006635,0.012332,-0.003383
2022-11-23,-0.021118,-0.002486,-0.028565,-0.006677,-0.025064,-0.01853,-0.025257,-0.001449,-0.026997,-0.006945,-0.001507,-0.033077,-0.010543,-0.033819,-0.039436,0.010588,0.030688,-0.001405,0.005433,0.024347
2022-11-24,0.02148,-0.00489,-0.00187,0.00483,-0.01556,-0.008735,-0.020833,-0.012634,0.012124,0.002076,0.014253,0.017517,-0.000413,-0.002228,0.008869,-0.007663,0.005972,-0.018196,-0.021246,-0.036315
